Taxon	H18676	1417.16	H19192	602.16	H18266	H18112	H19465A	1153.13	H19457A	1303.15	H657.17	H19259	1331.14	H19521A	H18788A	H192472A	1553.15	H19485A	H18398	950.13	H18910	1066.13	H18442	1069.14	H19142	H15.17	H617.17	H18362	888.16	1637.15	H19497A	H18128	1388.15	725.16	H18421	H18696	1134.15	H18388	1624.12	1093.13	H18786A	H13.17	250.16	H420.17	H18816	H658.17	H456.17	1097.16	H18199	H18122	1017.16	H17666A	H17432A	H694.17	H18689A	505.16	H19368	945.13	1045.16	H18828	125.13	172.14	100.16	783.16	H321.17	H18183	1095.16	H1866.18	H19261	H19556A	H18223	H18433	1948.15	856.16	727.16	H470.17	1714.14	H18108	H18598	H315.17	H1892.18	H18335	1659.14	788.16	H18.38	H19238	1529.16	421.13
Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales;Other	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	604.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	506.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales;Patulibacteraceae	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	206.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales;Solirubrobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Brevibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	55.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	86.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138.0	0.0	0.0	0.0	103.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	3.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Cellulomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Corynebacteriaceae	0.0	22.0	197.0	65.0	1.0	113.0	127.0	15.0	16.0	0.0	0.0	1.0	11.0	0.0	9.0	0.0	46.0	133.0	0.0	4.0	0.0	25.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	36.0	227.0	18.0	175.0	34.0	0.0	118.0	3.0	0.0	743.0	19.0	55.0	7.0	0.0	46.0	55.0	0.0	0.0	2.0	320.0	0.0	4.0	178.0	146.0	438.0	0.0	1.0	0.0	44.0	0.0	47.0	12.0	1.0	52.0	0.0	583.0	1.0	67.0	0.0	126.0	95.0	0.0	7.0	0.0	27.0	128.0	91.0	1577.0	17.0	0.0	0.0	0.0	0.0	187.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Dermabacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.0	0.0	0.0	0.0	31.0	0.0	1.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	188.0	0.0	0.0	0.0	0.0	54.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Dermacoccaceae	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	311.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	4.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Dietziaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	2.0	386.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Geodermatophilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	99.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Intrasporangiaceae	0.0	0.0	0.0	846.0	0.0	0.0	47.0	13.0	0.0	0.0	0.0	14.0	5.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	43.0	139.0	34.0	0.0	4.0	0.0	46.0	0.0	51.0	1.0	0.0	9.0	0.0	131.0	0.0	0.0	0.0	171.0	3.0	0.0	1.0	0.0	54.0	0.0	0.0	81.0	6.0	43.0	0.0	9.0	0.0	0.0	0.0	1.0	0.0	28.0	0.0	13.0	0.0	0.0	65.0	127.0	39.0	0.0	0.0	0.0	0.0	0.0	162.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Kineosporiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Microbacteriaceae	0.0	0.0	1.0	159.0	3.0	0.0	37.0	1.0	0.0	479.0	1.0	5.0	53.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	7.0	2.0	0.0	0.0	207.0	34.0	3.0	2.0	45.0	0.0	381.0	0.0	1.0	0.0	15.0	0.0	0.0	48.0	1.0	3.0	593.0	125.0	3.0	0.0	0.0	0.0	0.0	14.0	1.0	71.0	89.0	1.0	0.0	32.0	170.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	374.0	0.0	15.0	0.0	135.0	20.0	2.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	10.0	0.0	0.0	1.0	0.0	7.0	123.0	0.0	45.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Micrococcaceae	0.0	362.0	3367.0	278.0	575.0	213.0	863.0	53.0	423.0	86.0	222.0	46.0	51.0	430.0	187.0	1160.0	240.0	974.0	264.0	585.0	273.0	141.0	82.0	352.0	740.0	84.0	378.0	176.0	266.0	0.0	596.0	300.0	100.0	520.0	62.0	90.0	49.0	490.0	166.0	420.0	125.0	75.0	60.0	142.0	682.0	690.0	213.0	182.0	30.0	238.0	381.0	2.0	613.0	2041.0	30.0	98.0	30.0	352.0	83.0	294.0	466.0	1.0	501.0	254.0	1232.0	181.0	146.0	770.0	46.0	207.0	411.0	222.0	229.0	215.0	36.0	679.0	29.0	522.0	391.0	169.0	50.0	491.0	1037.0	131.0	1266.0	374.0	124.0	382.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Micromonosporaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146.0	0.0	0.0	212.0	262.0	0.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.0	0.0	22.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	24.0	386.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	34.0	63.0	38.0	0.0	0.0	29.0	519.0	0.0	0.0	0.0	0.0	0.0	208.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.0	0.0	0.0	245.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Mycobacteriaceae	0.0	0.0	0.0	88.0	0.0	0.0	4.0	61.0	96.0	0.0	0.0	0.0	86.0	0.0	73.0	0.0	26.0	0.0	0.0	0.0	0.0	61.0	3.0	0.0	0.0	0.0	180.0	77.0	13.0	1.0	0.0	117.0	0.0	7.0	11.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	2.0	0.0	0.0	0.0	22.0	6.0	0.0	0.0	64.0	0.0	0.0	1.0	43.0	89.0	16.0	0.0	0.0	0.0	1.0	1.0	0.0	95.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	32.0	0.0	0.0	1.0	526.0	72.0	0.0	0.0	0.0	1.0	0.0	0.0	382.0	0.0	314.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Nakamurellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Nocardiaceae	357.0	0.0	402.0	0.0	514.0	434.0	2.0	43.0	0.0	111.0	36.0	1.0	5.0	5.0	0.0	323.0	0.0	55.0	152.0	10.0	18.0	10.0	2.0	166.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	20.0	0.0	1.0	49.0	45.0	30.0	103.0	3.0	0.0	9.0	71.0	47.0	151.0	98.0	0.0	31.0	77.0	1.0	240.0	6.0	324.0	68.0	197.0	2.0	0.0	0.0	3.0	20.0	87.0	0.0	0.0	56.0	0.0	0.0	359.0	0.0	3.0	9.0	26.0	134.0	48.0	0.0	1.0	24.0	21.0	1.0	76.0	68.0	0.0	1.0	0.0	25.0	239.0	0.0	3.0	17.0	247.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Nocardioidaceae	20.0	0.0	0.0	61.0	0.0	0.0	45.0	335.0	21.0	103.0	0.0	9.0	277.0	205.0	1.0	10.0	22.0	39.0	19.0	173.0	0.0	32.0	101.0	13.0	39.0	306.0	0.0	0.0	186.0	0.0	18.0	7.0	0.0	10.0	72.0	0.0	0.0	0.0	18.0	0.0	759.0	167.0	1.0	41.0	124.0	0.0	182.0	0.0	6.0	139.0	54.0	23.0	0.0	223.0	82.0	26.0	83.0	326.0	2.0	15.0	95.0	1.0	98.0	0.0	0.0	0.0	0.0	96.0	33.0	276.0	12.0	77.0	205.0	129.0	9.0	1.0	122.0	0.0	0.0	0.0	1.0	0.0	0.0	152.0	0.0	1.0	151.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Nocardiopsaceae	0.0	26.0	153.0	0.0	0.0	0.0	52.0	65.0	0.0	127.0	0.0	4.0	421.0	10.0	0.0	0.0	2.0	1.0	0.0	34.0	0.0	0.0	62.0	0.0	2.0	2524.0	0.0	0.0	0.0	38.0	0.0	0.0	8.0	13.0	0.0	0.0	0.0	0.0	132.0	0.0	1204.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	114.0	0.0	0.0	446.0	0.0	10.0	176.0	0.0	88.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	11.0	0.0	0.0	9.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	258.0	0.0	0.0	63.0	0.0	152.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Promicromonosporaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	239.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Propionibacteriaceae	8.0	4.0	0.0	1.0	0.0	4.0	2.0	10.0	0.0	1.0	5.0	0.0	0.0	9.0	3.0	2.0	18.0	7.0	3.0	28.0	0.0	1.0	1.0	4.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	4.0	9.0	1.0	10.0	24.0	10.0	0.0	2.0	12.0	6.0	2.0	17.0	0.0	20.0	8.0	1.0	2.0	2.0	2.0	0.0	10.0	4.0	3.0	0.0	0.0	1.0	0.0	14.0	8.0	2.0	27.0	14.0	26.0	1.0	0.0	5.0	0.0	10.0	1.0	2.0	5.0	5.0	2.0	7.0	0.0	18.0	0.0	0.0	0.0	1.0	0.0	2.0	40.0	0.0	5.0	21.0
Bacteria;Actinobacteria;Actinobacteria;Unclassified;Pseudonocardiaceae	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	4.0	284.0	0.0	1.0	0.0	1.0	24.0	2.0	0.0	0.0	40.0	0.0	0.0	28.0	15403.0	0.0	0.0	0.0	91.0	0.0	0.0	69.0	1.0	37.0	0.0	0.0	0.0	23.0	0.0	1027.0	191.0	0.0	115.0	2.0	0.0	525.0	3.0	20.0	48.0	56.0	0.0	0.0	143.0	316.0	9.0	5.0	120.0	0.0	0.0	0.0	40.0	131.0	0.0	0.0	1.0	107.0	6.0	13.0	0.0	0.0	83.0	161.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	31.0	0.0	0.0	82.0	0.0
