Taxon	H18676	1417.16	H19192	602.16	H18266	H18112	H19465A	1153.13	H19457A	1303.15	H657.17	H19259	1331.14	H19521A	H18788A	H192472A	1553.15	H19485A	H18398	950.13	H18910	1066.13	H18442	1069.14	H19142	H15.17	H617.17	H18362	888.16	1637.15	H19497A	H18128	1388.15	725.16	H18421	H18696	1134.15	H18388	1624.12	1093.13	H18786A	H13.17	250.16	H420.17	H18816	H658.17	H456.17	1097.16	H18199	H18122	1017.16	H17666A	H17432A	H694.17	H18689A	505.16	H19368	945.13	1045.16	H18828	125.13	172.14	100.16	783.16	H321.17	H18183	1095.16	H1866.18	H19261	H19556A	H18223	H18433	1948.15	856.16	727.16	H470.17	1714.14	H18108	H18598	H315.17	H1892.18	H18335	1659.14	788.16	H18.38	H19238	1529.16	421.13
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces_orihominis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces_sp._oral_taxon_178_str._F0338	0.0	0.0	25.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0	0.0	7.0	0.0	54.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	106.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces_sp._oral_taxon_448_str._F0400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Other	0.0	0.0	0.0	0.0	0.0	203.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	0.0	0.0	0.0	136.0	4.0	1.0	0.0	0.0	0.0	0.0	73.0	0.0	3.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	1.0	0.0	21.0	1.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Varibaculum;Varibaculum_cambriense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium_pseudolongum_subsp._globosum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	224.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	39.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Other	1785.0	1487.0	1273.0	2761.0	188.0	29.0	801.0	961.0	1856.0	2380.0	78.0	196.0	215.0	1611.0	647.0	1857.0	1006.0	2750.0	1098.0	570.0	1169.0	1038.0	329.0	2001.0	1343.0	241.0	1256.0	888.0	1911.0	1596.0	645.0	1251.0	1401.0	2666.0	255.0	745.0	1622.0	392.0	1600.0	1105.0	868.0	1004.0	1135.0	1093.0	503.0	660.0	732.0	1481.0	1221.0	208.0	1109.0	333.0	800.0	1045.0	694.0	919.0	637.0	1314.0	1414.0	950.0	119.0	4251.0	775.0	1791.0	1135.0	546.0	1878.0	223.0	1810.0	738.0	373.0	306.0	1530.0	3602.0	1543.0	233.0	688.0	242.0	774.0	2375.0	1655.0	584.0	1417.0	1336.0	1285.0	47.0	1694.0	716.0
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Gardnerella;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Adlercreutzia;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	167.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Atopobium;Atopobium_parvulum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella_stercoris	0.0	155.0	22.0	7.0	602.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	42.0	286.0	1.0	0.0	310.0	453.0	27.0	474.0	6.0	0.0	0.0	0.0	384.0	0.0	0.0	20.0	0.0	47.0	4.0	2.0	767.0	0.0	0.0	35.0	264.0	0.0	1.0	3.0	0.0	0.0	1077.0	1.0	0.0	0.0	0.0	1.0	767.0	1.0	94.0	0.0	1.0	1.0	0.0	164.0	32.0	70.0	351.0	175.0	2.0	0.0	0.0	179.0	207.0	0.0	213.0	2.0	16.0	129.0	3.0	293.0	0.0	1.0	0.0	1517.0	0.0	7.0	216.0	0.0	236.0	0.0	659.0	0.0	39.0	0.0	254.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Collinsella;Other	350.0	0.0	0.0	174.0	1.0	0.0	0.0	310.0	0.0	161.0	0.0	4.0	28.0	361.0	0.0	0.0	2.0	58.0	0.0	0.0	0.0	405.0	56.0	225.0	41.0	1.0	0.0	0.0	0.0	0.0	127.0	374.0	161.0	0.0	337.0	0.0	0.0	371.0	321.0	0.0	82.0	1.0	35.0	0.0	2.0	0.0	396.0	0.0	38.0	0.0	113.0	0.0	2.0	468.0	0.0	0.0	21.0	34.0	0.0	323.0	0.0	197.0	358.0	0.0	0.0	3.0	0.0	1.0	33.0	1.0	206.0	0.0	168.0	345.0	25.0	0.0	15.0	1.0	0.0	545.0	1.0	329.0	0.0	121.0	0.0	0.0	14.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Eggerthella;Other	0.0	101.0	0.0	283.0	9.0	0.0	0.0	0.0	4.0	15.0	0.0	37.0	17.0	51.0	3.0	0.0	54.0	23.0	21.0	144.0	0.0	61.0	0.0	2.0	0.0	72.0	747.0	474.0	0.0	190.0	2.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	19.0	1.0	114.0	0.0	0.0	202.0	4.0	0.0	171.0	0.0	71.0	0.0	25.0	0.0	0.0	333.0	21.0	13.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	17.0	97.0	45.0	143.0	149.0	0.0	167.0	0.0	0.0	0.0	0.0	238.0	25.0	429.0	183.0	36.0	1.0	0.0	6.0	80.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Enterorhabdus;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	14.0	136.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	59.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0	100.0	0.0	0.0	31.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Gordonibacter;Gordonibacter_pamelaeae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	13.0	19.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	10.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	448.0	0.0	3.0	21.0	0.0	0.0	234.0	0.0	77.0	5.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	346.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	20.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Olsenella;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Other;Other	0.0	97.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	41.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	211.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	357.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Slackia;Slackia_piriformis	0.0	21.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	11.0	2.0	68.0	0.0	0.0	0.0	0.0	228.0	15.0	0.0	0.0	0.0	0.0	64.0	0.0	48.0	0.0	57.0	0.0	0.0	124.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	273.0	1.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	100.0	9.0	8.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	25.0	0.0	16.0	0.0	0.0	0.0	32.0	0.0	19.0	0.0	121.0	0.0	95.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Unclassified;Coriobacteriaceae_bacterium_JC110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	223.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Unclassified;Olsenella_sp._SK9K4	2420.0	203.0	7.0	539.0	605.0	871.0	118.0	1095.0	258.0	970.0	75.0	17.0	140.0	1114.0	5.0	8.0	239.0	1059.0	533.0	744.0	479.0	1042.0	127.0	2414.0	322.0	298.0	466.0	339.0	1479.0	557.0	105.0	902.0	873.0	2938.0	44.0	309.0	538.0	1280.0	2170.0	1.0	570.0	535.0	128.0	2640.0	605.0	413.0	706.0	911.0	19.0	1.0	753.0	0.0	140.0	1362.0	751.0	123.0	115.0	1414.0	118.0	971.0	281.0	1334.0	1616.0	378.0	358.0	534.0	325.0	137.0	285.0	539.0	758.0	155.0	1265.0	1583.0	1196.0	522.0	411.0	9.0	0.0	3184.0	589.0	494.0	37.0	647.0	1993.0	334.0	965.0	292.0
Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Unclassified;iron-reducing_bacterium_enrichment_culture_clone_HN-HFO4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinobacteria;Other;Other;Other;Other	0.0	294.0	0.0	0.0	174.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	235.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	58.0	0.0	0.0	0.0	2.0	0.0	157.0	1.0	0.0	0.0	43.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	301.0	34.0	29.0	0.0	0.0	0.0	2.0	237.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
